Endocarditis,"Endocarditis is infection of the heart valves (native or prosthetic) or endocardial surface, typically caused by bacteria (staphylococci, streptococci) entering the bloodstream. Risk factors include valve disease, IV drug use, prosthetic valves, and recent dental procedures. Symptoms may develop acutely (high fever, toxicity) or subacutely (weeks of fever, fatigue, weight loss). Classic findings include new heart murmur, petechiae, splinter hemorrhages, Osler's nodes (tender finger nodules), and Janeway lesions (painless palm/sole spots). Complications include valve destruction leading to heart failure, embolic strokes, and abscesses. Diagnosis requires blood cultures and echocardiography (TTE or TEE). Treatment involves prolonged IV antibiotics (4-6 weeks), sometimes valve surgery for severe regurgitation, abscess, or recurrent emboli. Antibiotic prophylaxis is recommended for high-risk patients before dental procedures. IV drug users face particular challenges with treatment adherence and recurrent infections. Mortality remains significant (20-30%) despite treatment, emphasizing early recognition in at-risk patients with unexplained fever."
Pericardial Effusion,"Pericardial effusion is fluid accumulation in the pericardial sac surrounding the heart. Causes include viral pericarditis, malignancy (lung cancer, breast cancer), uremia, trauma, or autoimmune diseases. Small effusions may be asymptomatic, while larger ones cause dyspnea, chest pressure, or symptoms from cardiac tamponade (life-threatening compression of the heart). Tamponade presents with Beck's triad: hypotension, jugular venous distension, and muffled heart sounds. Diagnosis involves echocardiography (showing fluid and possibly diastolic right ventricular collapse), ECG (low voltage, electrical alternans), and sometimes pericardiocentesis for analysis. Treatment depends on size and hemodynamic impact: small asymptomatic effusions may only require monitoring, while symptomatic ones need drainage (percutaneous or surgical). Tamponade is a medical emergency requiring immediate pericardiocentesis. Recurrent effusions may need pericardial window creation. The underlying cause must be treated (e.g., chemotherapy for malignancy, dialysis for uremia). Prognosis depends on the etiology, with malignant effusions having poorer outcomes."
Chronic Alcoholism,"Chronic alcoholism (alcohol use disorder) involves compulsive alcohol use despite negative consequences, with physiological dependence (tolerance and withdrawal). Complications include liver disease (cirrhosis), pancreatitis, cardiomyopathy, neuropathy, Wernicke-Korsakoff syndrome (thiamine deficiency), and increased cancer risk. Diagnosis assesses consumption patterns (standard drinks per day), failed attempts to cut down, and alcohol-related problems (health, work, legal). Treatment begins with medically supervised detoxification (using benzodiazepines to prevent withdrawal seizures/DTs), followed by rehabilitation programs combining psychotherapy (CBT, motivational interviewing), medications (naltrexone, acamprosate, disulfiram), and support groups (AA). Relapse is common and doesn't indicate treatment failure. Long-term management addresses co-occurring mental health disorders and social determinants. Abstinence improves most complications, though some (like cirrhosis) may progress. Family involvement is often crucial. Public health measures (alcohol taxes, advertising restrictions) aim to reduce harm at population levels. Even late-stage patients can benefit from treatment."
Pneumothorax,"Pneumothorax is air in the pleural space causing lung collapse, classified as spontaneous (primary without lung disease or secondary to COPD/cystic fibrosis) or traumatic. Primary spontaneous pneumothorax typically occurs in tall, thin young males and may recur. Symptoms include sudden pleuritic chest pain and dyspnea; tension pneumothorax (mediastinal shift compromising venous return) is life-threatening with hypotension and requires immediate needle decompression. Diagnosis is by reduced breath sounds on exam and chest X-ray (showing visceral pleural line) or CT. Small primary pneumothoraces (<2cm) may resolve with observation, while larger ones require aspiration or chest tube drainage. Secondary pneumothoraces often need prolonged chest drainage and treatment of underlying lung disease. Recurrent cases may require pleurodesis (chemical or surgical) to adhere lung to chest wall. Prevention involves smoking cessation (major risk factor for primary) and proper management of underlying lung conditions. Most patients recover fully, but recurrence rates approach 50% without preventive measures."
Delirium,"Delirium is an acute decline in attention and cognition fluctuating over hours to days, often with altered consciousness. Hyperactive delirium presents with agitation/hallucinations; hypoactive with lethargy (often missed). Causes are multifactorial: infections, medications, metabolic derangements, withdrawal, or CNS pathology. Hospitalized elderly are particularly vulnerable. Diagnosis relies on clinical assessment (CAM tool) after excluding dementia. Workup includes review of medications, infections screen, metabolic tests, and sometimes neuroimaging. Treatment focuses on identifying/treating underlying causes while providing supportive care: reorientation strategies, sleep hygiene, and avoiding physical restraints. Low-dose antipsychotics may be needed short-term for severe agitation. Prevention involves minimizing risk factors: ensuring hydration, sleep, mobility, and sensory aids (glasses/hearing aids). Delirium prolongs hospital stays and increases mortality risk; up to 40% of cases progress to long-term cognitive impairment. Family education is crucial as delirium often frightens patients and caregivers. Multicomponent hospital protocols reduce incidence."
Neutropenia,"Neutropenia is an abnormally low neutrophil count (<1500/μL), increasing infection risk. Causes include chemotherapy (most common), autoimmune diseases, viral infections, medications, or bone marrow disorders. Fever in neutropenia (absolute neutrophil count <500) is an oncologic emergency requiring immediate broad-spectrum IV antibiotics after cultures. Symptoms may be muted without sufficient inflammatory response. Diagnosis involves CBC with differential, peripheral smear, and sometimes bone marrow biopsy. Treatment depends on cause and severity: chemotherapy-induced neutropenia may need granulocyte colony-stimulating factor (G-CSF) to stimulate production; autoimmune cases may respond to corticosteroids. Febrile neutropenia requires hospitalization for IV antibiotics covering Pseudomonas (like cefepime). Preventive measures include hand hygiene, avoiding raw foods, and prophylactic antibiotics/antifungals in high-risk patients. Recovery time varies: chemotherapy-induced neutropenia typically resolves in 2-3 weeks, while chronic forms require long-term management. Prognosis depends on underlying condition; persistent severe neutropenia (<500) carries high mortality from opportunistic infections."
Hyperbilirubinemia,"Hyperbilirubinemia refers to elevated bilirubin levels in blood, causing jaundice (yellowing of skin/sclera). Unconjugated hyperbilirubinemia results from increased production (hemolysis) or impaired hepatic uptake/conjugation (Gilbert's syndrome, neonatal jaundice). Conjugated hyperbilirubinemia indicates hepatobiliary disease (hepatitis, cirrhosis, biliary obstruction). Symptoms vary by cause but may include pruritus (with cholestasis), dark urine, and pale stools (obstructive pattern). Diagnosis involves fractionated bilirubin, liver enzymes, CBC for hemolysis, and imaging (ultrasound for biliary dilation). Neonatal jaundice is common and usually physiologic but requires phototherapy if levels approach thresholds for kernicterus (bilirubin encephalopathy). Adult treatment targets the underlying condition: ursodeoxycholic acid for some cholestatic disorders, ERCP for obstructions, or immunosuppressants for autoimmune hepatitis. Gilbert's syndrome requires no treatment. Chronic hyperbilirubinemia from inherited disorders (Crigler-Najjar) may need phenobarbital or liver transplant. Prognosis depends on etiology, with obstructive causes having better outcomes if relieved promptly."
Influenza,"Influenza is a contagious respiratory illness caused by influenza viruses (types A, B), with seasonal epidemics typically peaking in winter. Symptoms include abrupt onset of fever, myalgia, headache, fatigue, cough, and sore throat. Complications can include pneumonia (viral or bacterial), myositis, or exacerbation of chronic conditions. High-risk groups (elderly, young children, pregnant women, chronically ill) are more likely to develop severe disease. Diagnosis is often clinical but may involve rapid antigen tests or PCR during outbreaks. Treatment with neuraminidase inhibitors (oseltamivir, zanamivir) is most effective when started within 48 hours of symptoms, especially for high-risk patients. Annual vaccination is the primary prevention strategy, with formulations updated yearly for circulating strains. Infection control measures (hand hygiene, masking, staying home when ill) limit spread. Most healthy adults recover in 1-2 weeks, but fatigue may persist. Antiviral chemoprophylaxis is considered for unvaccinated high-risk contacts during outbreaks. Pandemic influenza occurs when novel strains emerge (like 2009 H1N1), requiring enhanced public health responses."
Substance Dependence,"Substance dependence involves compulsive drug use despite harm, with physiological dependence (tolerance and withdrawal) and psychological craving. Commonly abused substances include alcohol, opioids, stimulants, and sedatives. Dependence develops through neuroadaptations in reward pathways (dopamine, glutamate systems). Symptoms include inability to cut down use, spending excessive time obtaining/using the substance, and continued use despite physical/mental health problems. Diagnosis follows DSM-5 criteria assessing impaired control, social impairment, risky use, and pharmacological criteria. Treatment begins with medically supervised detoxification when needed (especially for alcohol/benzodiazepines to prevent life-threatening withdrawal), followed by rehabilitation combining behavioral therapies (CBT, contingency management) and medications (methadone/buprenorphine for opioids, naltrexone for alcohol). Relapse is common and doesn't indicate treatment failure; long-term management is essential. Support groups (AA, NA) provide peer support. Co-occurring mental health disorders must be treated concurrently. Harm reduction strategies (needle exchanges, naloxone distribution) save lives. Recovery is a lifelong process requiring comprehensive support systems."
Thrombus,"A thrombus is a blood clot that forms inside a blood vessel or heart chamber. Arterial thrombi (rich in platelets) typically form at sites of atherosclerosis rupture, causing acute ischemia (myocardial infarction, stroke). Venous thrombi (rich in fibrin/red cells) often form in slow-flowing veins (DVT), risking pulmonary embolism. Risk factors include immobility, surgery, trauma, cancer, pregnancy, and inherited hypercoagulable states (Factor V Leiden). Symptoms depend on location: DVT causes limb swelling/pain; PE causes sudden dyspnea/chest pain. Diagnosis involves imaging (ultrasound for DVT, CT for PE) and sometimes D-dimer testing. Acute treatment uses anticoagulants (heparins, DOACs) to prevent extension; thrombolytics may be used for massive PE or arterial clots. Chronic management focuses on preventing recurrence with oral anticoagulation (3-6 months minimum, sometimes lifelong). Compression stockings prevent post-thrombotic syndrome after DVT. Prophylaxis with anticoagulants or mechanical compression is crucial for high-risk hospitalized patients. Prognosis depends on timely treatment and underlying risk factors."
Cholecystitis,"Cholecystitis is the inflammation of the gallbladder, often caused by gallstones blocking the bile duct. It typically presents with severe pain in the upper right abdomen, fever, and nausea. If untreated, it can lead to serious complications like gallbladder rupture or infection. Diagnosis is confirmed via ultrasound or CT scan, and treatment may involve antibiotics and surgical removal of the gallbladder."
Hernia Hiatal,"A hiatal hernia occurs when part of the stomach bulges through the diaphragm into the chest cavity. It often leads to symptoms like heartburn, acid reflux, and chest pain. Larger hernias may cause difficulty swallowing or breathing problems. Diagnosis is typically done with imaging or endoscopy. Treatment includes lifestyle changes, medications, and in severe cases, surgery."
Migraine Disorders,"Migraine is a neurological disorder characterized by intense, throbbing headaches, often accompanied by nausea, sensitivity to light and sound, and visual disturbances. Migraine attacks can last from hours to days and may be triggered by stress, certain foods, hormonal changes, or lack of sleep. Treatment involves pain relievers, preventive medications, and lifestyle adjustments. Chronic migraines require long-term management under medical supervision."
Pancytopenia,"Pancytopenia is a medical condition where there is a reduction in all three types of blood cells: red cells, white cells, and platelets. It can result from bone marrow failure, autoimmune diseases, or exposure to certain toxins or medications. Symptoms may include fatigue, frequent infections, and easy bruising or bleeding. Diagnosis involves blood tests and bone marrow biopsy, and treatment targets the underlying cause."
Biliary Calculus,"Biliary calculus, also known as gallstones, are hardened deposits that form in the gallbladder. These stones can block bile flow, causing pain, nausea, vomiting, or even inflammation (cholecystitis). Risk factors include obesity, pregnancy, rapid weight loss, and certain diets. Gallstones are often diagnosed with ultrasound, and treatment ranges from dietary management to gallbladder removal."
Tachycardia Sinus,"Sinus tachycardia refers to a faster-than-normal heart rate that originates from the heart's natural pacemaker (sinus node). It is usually a physiological response to stress, exercise, fever, or anxiety, but may also occur due to underlying conditions like anemia or hyperthyroidism. Symptoms can include palpitations, shortness of breath, or dizziness. Treatment focuses on addressing the root cause."
Ileus,"Ileus is a temporary and often painful cessation of bowel motility, leading to intestinal obstruction. It commonly occurs after abdominal surgery, infection, or use of certain medications. Symptoms include abdominal bloating, pain, vomiting, and absence of bowel movements. Diagnosis is made via imaging, and treatment includes bowel rest, nasogastric suction, and supportive care."
Adhesion,"Adhesions are bands of scar tissue that form between internal organs and tissues, often after surgery or inflammation. They can cause organs to stick together, leading to pain, bowel obstruction, or infertility. Most adhesions are asymptomatic, but problematic ones may require surgical intervention. Prevention includes minimally invasive surgical techniques and careful post-operative care."
Delusion,"A delusion is a strongly held false belief that persists despite clear evidence to the contrary. It is a hallmark symptom of psychotic disorders such as schizophrenia and can also appear in mood disorders with psychotic features. Types of delusions include paranoid, grandiose, or somatic. Treatment typically involves antipsychotic medications and cognitive behavioral therapy."
Affect Labile,Labile affect refers to rapid and exaggerated changes in mood or emotional expression. It is often observed in neurological conditions like pseudobulbar affect or psychiatric disorders such as bipolar disorder. These sudden mood shifts are not always congruent with external circumstances. Management includes addressing the underlying cause and using mood-stabilizing or antipsychotic medications.
Decubitus Ulcer,"Also known as pressure sores or bedsores, decubitus ulcers are injuries to skin and underlying tissue caused by prolonged pressure. Commonly found on bony areas like the hips or heels, they affect individuals with limited mobility. Risk factors include immobility, incontinence, and poor nutrition. Prevention involves regular repositioning, skin care, and adequate hydration. Advanced ulcers may require surgical treatment."
Hypoglycemia,"Hypoglycemia refers to abnormally low blood sugar levels, typically below 70 mg/dL. It often affects people with diabetes taking insulin or certain oral medications. Symptoms include shakiness, sweating, confusion, irritability, and in severe cases, loss of consciousness. Immediate treatment involves consuming fast-acting carbohydrates. Long-term management includes medication adjustments and regular blood glucose monitoring."
Hemiparesis,"Hemiparesis is the weakness or partial paralysis affecting one side of the body, usually resulting from stroke, brain injury, or neurological disorders. It may impact the arm, leg, and facial muscles on the same side. Rehabilitation focuses on physical therapy, occupational therapy, and sometimes speech therapy. Recovery depends on the underlying cause and the timing of intervention."
